Date,Description,Amount
21/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009214515587,745.33
21/07/2025,IB PAYMENT TO Cj Pharma,-100000.00
21/07/2025,IB PAYMENT TO Alpha Pharm,-99997.64
21/07/2025,IB PAYMENT TO Cj Distribut,-52765.89
21/07/2025,IB PAYMENT TO Transpharm,-21758.62
21/07/2025,IB PAYMENT TO The Local Choice,-15559.27
21/07/2025,IB PAYMENT TO Arrie Nel,-13052.53
21/07/2025,IB PAYMENT TO LLT Marketing,-5164.65
21/07/2025,IB PAYMENT TO Sg Convenien,-4188.84
21/07/2025,IB PAYMENT TO Impo Distributiors,-2884.78
21/07/2025,IB PAYMENT TO Brunel Lab,-1249.83
21/07/2025,IB PAYMENT TO Idexis,-1130.96
21/07/2025,IB PAYMENT TO S.o.h Group,-1058.43
21/07/2025,IB PAYMENT TO Security,-379.50
21/07/2025,IB PAYMENT TO Dts,-295.32
21/07/2025,IB TRANSFER FROM SB1-SB2,300000.00
19/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009204515587,14852.06
19/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009104515587,11595.38
19/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009204515587,4391.33
19/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009104515587,3014.59
18/07/2025,FEE: PAYMENT CONFIRM - SMS JP,-1.20
18/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009094515587,10246.48
18/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009194515587,9759.15
18/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009094515587,2979.04
18/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009194515587,2827.57
18/07/2025,IB PAYMENT TO JP KEMERTGOGLOU APTEEK REPOR,-2000.00
17/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009084515587,12683.34
17/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009184515587,8115.99
17/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009084515587,5691.00
17/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009184515587,1822.08
16/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009174515587,19129.13
16/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009074515587,13554.79
16/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009174515587,3793.56
16/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009074515587,2050.74
15/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009164515587,12846.43
15/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009064515587,8787.97
15/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009064515587,3375.99
15/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009164515587,2541.00
15/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009164515587,257.66
14/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009154515587,11413.41
14/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009154515587,8680.89
14/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009154515587,8051.14
14/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009154515587,2381.13
14/07/2025,IB PAYMENT TO ARRIE NEL,-7254.10
12/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009144515587,14813.87
12/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009144515587,7388.35
12/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009144515587,4814.59
12/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009054515587,3620.62
12/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009144515587,1007.42
12/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009054515587,183.72
11/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009134515587,13677.30
11/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009134515587,6263.50
11/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009044515587,5505.60
11/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009134515587,4685.05
11/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009044515587,2534.79
11/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009134515587,1976.03
11/07/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-100000.00
11/07/2025,IB PAYMENT TO NEXTEK COMPUTERS,-670.00
11/07/2025,IB TRANSFER FROM SB1 - SB2      07H31,100000.00
10/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009124515587,11231.63
10/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009034515587,10368.39
10/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009124515587,7729.86
10/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009124515587,3428.58
10/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009124515587,2235.05
10/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009034515587,293.36
09/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009114515587,22412.72
09/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009024515587,7212.91
09/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009114515587,5412.08
09/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009024515587,3654.10
09/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009114515587,2422.47
09/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009114515587,1747.71
09/07/2025,IB TRANSFER TO SB1 - SB2      11H15,-100000.00
08/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009104515587,20696.50
08/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009104515587,8750.87
08/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009104515587,6684.99
08/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009014515587,5507.98
08/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009104515587,4618.90
08/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009014515587,2898.86
08/07/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-100000.00
07/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009094515587,9931.21
07/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009004515587,7318.97
07/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009094515587,1847.10
07/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009004515587,1585.91
05/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008994515587,23388.47
05/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009084515587,16388.82
05/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009094515587,7033.36
05/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008994515587,3552.31
05/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009084515587,2430.32
05/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009094515587,407.31
04/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009074515587,14926.80
04/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008984515587,10496.89
04/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009084515587,9288.67
04/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008984515587,4524.94
04/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009074515587,2775.07
04/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009084515587,1865.28
04/07/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-200000.00
04/07/2025,IB TRANSFER FROM SB1 - SB2      12H17,100000.00
03/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009074515587,21087.27
03/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009064515587,14154.94
03/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008974515587,10128.08
03/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009064515587,5347.06
03/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008974515587,872.86
03/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009074515587,258.71
02/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009054515587,16319.95
02/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009064515587,14783.63
02/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008964515587,10891.86
02/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009054515587,6750.70
02/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009064515587,6131.15
02/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008964515587,3470.09
02/07/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-300000.00
02/07/2025,IB TRANSFER FROM SB1 - SB2      16H55,100000.00
01/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008954515587,19711.69
01/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009044515587,14483.77
01/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009054515587,6856.32
01/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009044515587,3443.90
01/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008954515587,1637.58
01/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009054515587,851.40
01/07/2025,ELECTRONIC TRF - CREDIT CARD SB MERCH DISC          4515587,-17085.62
01/07/2025,ACCOUNT PAYMENT XPROCURE  ACC 6011632,-602.54
01/07/2025,CREDIT AGREEMENT REPAYMENT VW_FIN_SER87023583281,-18974.77
01/07/2025,IB PAYMENT TO REITZ APTEEK - ABSA SB2-ABSA,-100000.00
30/06/2025,SERVICE FEE ACC   301666148,-430.40
30/06/2025,MONTHLY MANAGEMENT FEE ACC   301666148,-110.00
30/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009034515587,13969.46
30/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008944515587,8046.90
30/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009044515587,7312.19
30/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009034515587,6792.49
30/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008944515587,1964.47
30/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009044515587,1358.07
28/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009024515587,17769.95
28/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008934515587,13297.33
28/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009034515587,12788.47
28/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009024515587,5253.33
28/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008934515587,5015.71
28/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009034515587,4761.16
28/06/2025,IB PAYMENT TO KHUMBULA TRADING KHUMBULATRAD,-13955.11
28/06/2025,IB PAYMENT TO GREEN IMPRESSIONS,-1500.00
27/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009014515587,23059.14
27/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009024515587,8938.23
27/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008924515587,8121.98
27/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009014515587,5315.28
27/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009024515587,2536.61
27/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008924515587,2322.82
26/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009004515587,43153.54
26/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009014515587,15765.89
26/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008914515587,12412.05
26/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009004515587,11094.71
26/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008914515587,5022.53
26/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009014515587,349.79
25/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009004515587,18669.69
25/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008904515587,5114.29
25/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009004515587,778.60
25/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008904515587,286.95
24/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008994515587,9905.81
24/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008994515587,8431.85
24/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008894515587,6197.37
24/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008994515587,5612.89
24/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008994515587,5148.07
24/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008894515587,4960.49
24/06/2025,IB PAYMENT TO MARIA SMITH,-8004.00
24/06/2025,IB PAYMENT TO JULIEN MADUNA JULIENMADUNA,-6756.75
24/06/2025,IB PAYMENT TO MARI-LOUISE MULLER MARI MULLER,-6125.00
24/06/2025,IB PAYMENT TO SYLVIA MOKOENA SYLVIAMOKOEN,-5593.50
23/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008984515587,8862.83
23/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008984515587,2941.57
23/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008984515587,214.93
23/06/2025,IB PAYMENT TO REITZ APTEEK - ABSA SB2 - ABSA,-160000.00
23/06/2025,IB PAYMENT TO HERMAN GREFFRATH LOCUM,-1637.50
23/06/2025,IB PAYMENT TO ASPEN SECSERVE,-500.00
23/06/2025,IB TRANSFER FROM SB1 - SB2      12H30,100000.00
21/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008974515587,16176.07
21/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008964515587,7929.01
21/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008884515587,7654.65
21/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008974515587,5683.99
21/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008974515587,4478.75
21/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008974515587,3627.94
21/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008884515587,2136.04
21/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008964515587,1697.82
21/06/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-148131.00
21/06/2025,IB PAYMENT TO ALPHA PHARM,-84341.94
21/06/2025,IB PAYMENT TO TRANSPHARM,-19830.38
21/06/2025,IB PAYMENT TO CJ DISTRIBUTION,-18086.37
21/06/2025,IB PAYMENT TO THE LOCAL CHOICE LOCAL CHOICE,-15559.27
21/06/2025,IB PAYMENT TO SG CONVENIENCE BFN,-15242.51
21/06/2025,IB PAYMENT TO WOW COSMETICS,-14863.75
21/06/2025,IB PAYMENT TO BOSSI IMPORT,-10278.70
21/06/2025,IB PAYMENT TO IDEXIS,-8122.23
21/06/2025,IB TRANSFER TO #25 RTZ $ Berg 15H18,-7653.30
21/06/2025,IB PAYMENT TO USN,-7568.79
21/06/2025,IB PAYMENT TO BRENTONI DISTRIBUTOR,-5281.95
21/06/2025,IB TRANSFER TO #2 RTZ $ Roos  15H19,-4424.96
21/06/2025,IB PAYMENT TO ALMAN'S DRIED FRU ALMANS DRIED,-4195.75
21/06/2025,IB PAYMENT TO IMPO DISTRIBUTORS,-3708.75
21/06/2025,IB PAYMENT TO BRUNEL LABORATORIA,-3095.90
21/06/2025,IB TRANSFER TO #139 RTZ $ WIN 15H17,-2905.62
21/06/2025,IB PAYMENT TO THE SA PHARMACY C SAPC OWNER25,-2594.00
21/06/2025,IB PAYMENT TO ASCOT ASCOT AGENCY,-2573.70
21/06/2025,IB PAYMENT TO S.O.H GROUP,-1058.43
21/06/2025,IB PAYMENT TO THE SA PHARMACY C SAPCMADELAIN,-711.00
21/06/2025,IB PAYMENT TO BOTES & HECHTER LABOUR GROUP,-400.00
21/06/2025,IB PAYMENT TO BASSOPA,-379.50
21/06/2025,IB PAYMENT TO BASSOPA,-379.50
21/06/2025,IB PAYMENT TO DTS,-295.32
21/06/2025,IB PAYMENT TO CJ MARKETING,-135.70
21/06/2025,IB TRANSFER FROM SB1 - SB2      14H54,200000.00
20/06/2025,FEE: PAYMENT CONFIRM - SMS JP,-1.20
20/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008964515587,7684.22
20/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008954515587,5415.91
20/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008964515587,4257.41
20/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008874515587,3195.24
20/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008874515587,2362.48
20/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008954515587,1889.42
20/06/2025,IB PAYMENT TO HOERSKOOK REITZ H/SKOOLREITZ,-4250.00
20/06/2025,IB PAYMENT TO JP KEMERTGOGLOU APTEEK REPOR,-2000.00
19/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008954515587,12512.77
19/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008944515587,8468.53
19/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008864515587,5598.29
19/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008954515587,3004.35
19/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008864515587,2816.66
19/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008944515587,1170.19
18/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008944515587,16131.21
18/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008934515587,10684.85
18/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008854515587,8333.95
18/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008854515587,8088.82
18/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008934515587,4729.03
18/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008944515587,3862.46
17/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008844515587,9223.67
17/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008924515587,7231.31
17/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008924515587,5103.10
17/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008844515587,3116.76
17/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008934515587,495.49
14/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008914515587,25997.03
14/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008924515587,12247.86
14/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008834515587,11409.25
14/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008834515587,6082.28
14/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008914515587,5656.76
14/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008924515587,4054.05
13/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008904515587,9848.53
13/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008904515587,8763.75
13/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008824515587,8687.99
13/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008914515587,5460.85
13/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008914515587,2701.89
13/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008824515587,838.44
13/06/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-200000.00
13/06/2025,IB TRANSFER FROM SB1 - SB2      15H46,100000.00
12/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008894515587,11347.82
12/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008814515587,9222.96
12/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008814515587,3472.48
12/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008904515587,1579.97
12/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008894515587,1517.41
12/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008904515587,555.75
11/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008884515587,13281.38
11/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008804515587,12949.10
11/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008804515587,8733.01
11/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008884515587,6311.29
11/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008894515587,13.95
11/06/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-300000.00
11/06/2025,IB PAYMENT TO NEXTEK COMPUTERS,-1900.00
11/06/2025,IB TRANSFER FROM SB1 - SB2      12H11,100000.00
11/06/2025,CREDIT TRANSFER S A NATURAL PRODUCTS (PTY) LTD,1500.00
10/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008874515587,12750.09
10/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008884515587,11095.64
10/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008794515587,7743.29
10/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008884515587,6773.43
10/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008794515587,5156.25
10/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008874515587,913.93
09/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008864515587,12913.59
09/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008874515587,7669.76
09/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008864515587,2770.37
09/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008874515587,1340.71
09/06/2025,IB PAYMENT TO NEXTEK COMPUTERS,-1350.00
07/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008854515587,16477.43
07/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008784515587,14326.26
07/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008864515587,7392.71
07/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008854515587,2428.81
07/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008864515587,888.99
07/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008784515587,859.59
07/06/2025,IB PAYMENT TO BASSOPA,-500.00
06/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008844515587,20960.09
06/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008774515587,11468.56
06/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008854515587,7563.22
06/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008774515587,5289.90
